filename,width,height,class,xmin,ymin,xmax,ymax
train_117.jpg,1920,1080,people,759,467,896,717
train_117.jpg,1920,1080,people,1009,456,1132,557
train_117.jpg,1920,1080,people,1066,1,1133,114
train_117.jpg,1920,1080,bag,333,404,423,533
train_117.jpg,1920,1080,bag,310,533,406,656
train_117.jpg,1920,1080,people,951,204,1016,269
train_118.jpg,1920,1080,luggage,1054,798,1157,911
train_118.jpg,1920,1080,luggage,874,521,974,654
train_118.jpg,1920,1080,people,761,467,899,731
train_118.jpg,1920,1080,people,1007,457,1136,578
train_118.jpg,1920,1080,people,948,202,1023,276
train_118.jpg,1920,1080,people,1223,230,1293,289
train_118.jpg,1920,1080,people,1071,2,1149,111
train_118.jpg,1920,1080,bag,322,391,429,533
train_118.jpg,1920,1080,bag,301,530,416,653
train_118.jpg,1920,1080,people,720,292,826,383
train_12.jpg,1920,1080,luggage,1057,796,1157,905
train_12.jpg,1920,1080,luggage,881,523,965,637
train_12.jpg,1920,1080,bag,568,154,630,230
train_12.jpg,1920,1080,bag,339,410,422,536
train_12.jpg,1920,1080,bag,316,537,413,649
train_12.jpg,1920,1080,backpack,1042,537,1116,633
train_12.jpg,1920,1080,people,1080,486,1174,743
train_12.jpg,1920,1080,people,778,482,899,731
train_12.jpg,1920,1080,people,1532,778,1729,1062
train_12.jpg,1920,1080,people,1023,466,1125,543
train_12.jpg,1920,1080,people,912,114,988,257
train_12.jpg,1920,1080,people,593,65,696,253
train_12.jpg,1920,1080,people,1067,1,1132,117
train_12.jpg,1920,1080,people,1229,227,1288,291
train_12.jpg,1920,1080,luggage,1029,43,1073,101
train_12.jpg,1920,1080,people,965,204,1022,288
train_12.jpg,1920,1080,people,715,291,833,378
train_120.jpg,1920,1080,luggage,1055,792,1154,905
train_120.jpg,1920,1080,luggage,874,518,981,657
train_120.jpg,1920,1080,people,770,475,900,733
train_120.jpg,1920,1080,people,1015,454,1129,556
train_120.jpg,1920,1080,people,952,199,1015,270
train_120.jpg,1920,1080,people,717,289,817,378
train_120.jpg,1920,1080,bag,323,402,426,539
train_120.jpg,1920,1080,bag,315,527,407,660
train_121.jpg,1920,1080,luggage,1055,792,1164,912
train_121.jpg,1920,1080,luggage,880,514,970,652
train_121.jpg,1920,1080,people,770,470,907,743
train_121.jpg,1920,1080,people,1004,453,1129,569
train_121.jpg,1920,1080,bag,333,402,428,539
train_121.jpg,1920,1080,bag,310,517,406,653
train_121.jpg,1920,1080,bag,949,191,1041,278
train_121.jpg,1920,1080,bag,1217,231,1288,294
train_121.jpg,1920,1080,bag,1065,1,1135,110
train_121.jpg,1920,1080,bag,719,292,836,394
train_122.jpg,1920,1080,luggage,1055,799,1155,908
train_122.jpg,1920,1080,luggage,875,518,973,660
train_122.jpg,1920,1080,people,770,467,906,739
train_122.jpg,1920,1080,people,1019,457,1130,552
train_122.jpg,1920,1080,people,955,202,1028,276
train_122.jpg,1920,1080,people,709,298,830,383
train_122.jpg,1920,1080,bag,328,398,419,540
train_122.jpg,1920,1080,bag,304,512,401,659
train_122.jpg,1920,1080,people,1220,223,1299,295
train_122.jpg,1920,1080,people,1076,1,1133,114
train_123.jpg,1920,1080,people,1010,453,1132,567
train_123.jpg,1920,1080,people,770,472,907,740
train_123.jpg,1920,1080,luggage,1048,794,1158,908
train_123.jpg,1920,1080,luggage,881,518,981,656
train_123.jpg,1920,1080,people,717,299,833,395
train_123.jpg,1920,1080,people,959,208,1032,283
train_123.jpg,1920,1080,people,1222,221,1294,292
train_123.jpg,1920,1080,bag,342,402,422,539
train_123.jpg,1920,1080,bag,315,510,409,662
train_123.jpg,1920,1080,people,1073,1,1126,104
train_123.jpg,1920,1080,people,996,1,1035,79
train_124.jpg,1920,1080,people,764,473,901,727
train_124.jpg,1920,1080,people,1013,454,1145,557
train_124.jpg,1920,1080,people,725,296,823,373
train_124.jpg,1920,1080,luggage,877,517,974,657
train_124.jpg,1920,1080,luggage,1057,799,1157,908
train_124.jpg,1920,1080,bag,338,399,428,534
train_124.jpg,1920,1080,bag,307,525,413,650
train_124.jpg,1920,1080,people,942,199,1044,286
train_124.jpg,1920,1080,people,1067,1,1135,112
train_124.jpg,1920,1080,people,1223,223,1293,292
train_125.jpg,1920,1080,luggage,1058,798,1157,908
train_125.jpg,1920,1080,luggage,873,520,964,646
train_125.jpg,1920,1080,bag,344,395,420,534
train_125.jpg,1920,1080,bag,307,518,416,656
train_125.jpg,1920,1080,people,774,479,900,728
train_125.jpg,1920,1080,people,1013,456,1130,562
train_125.jpg,1920,1080,people,957,207,1032,275
train_125.jpg,1920,1080,people,1063,1,1133,107
train_125.jpg,1920,1080,people,715,291,823,388
train_126.jpg,1920,1080,luggage,871,518,978,650
train_126.jpg,1920,1080,luggage,1055,788,1159,901
train_126.jpg,1920,1080,people,774,475,897,728
train_126.jpg,1920,1080,people,1001,456,1138,563
train_126.jpg,1920,1080,people,717,301,828,383
train_126.jpg,1920,1080,bag,323,401,420,540
train_126.jpg,1920,1080,bag,303,518,412,650
train_126.jpg,1920,1080,people,1080,1,1129,115
train_126.jpg,1920,1080,people,1223,221,1288,289
train_126.jpg,1920,1080,people,958,198,1020,281
train_127.jpg,1920,1080,luggage,875,517,973,639
train_127.jpg,1920,1080,luggage,1055,796,1158,907
train_127.jpg,1920,1080,people,1004,446,1128,567
train_127.jpg,1920,1080,people,774,476,897,731
train_127.jpg,1920,1080,bag,332,395,423,544
train_127.jpg,1920,1080,bag,294,518,422,653
train_127.jpg,1920,1080,people,952,204,1030,276
train_127.jpg,1920,1080,people,722,295,819,385
train_128.jpg,1920,1080,luggage,1055,799,1155,905
train_128.jpg,1920,1080,luggage,875,520,973,654
train_128.jpg,1920,1080,people,770,473,896,724
train_128.jpg,1920,1080,people,1017,459,1130,572
train_128.jpg,1920,1080,people,719,285,829,394
train_128.jpg,1920,1080,people,958,205,1020,279
train_128.jpg,1920,1080,bag,336,399,420,536
train_128.jpg,1920,1080,bag,310,531,407,643
train_128.jpg,1920,1080,people,1063,1,1136,120
train_128.jpg,1920,1080,people,1215,220,1286,294
train_129.jpg,1920,1080,luggage,1054,795,1158,914
train_129.jpg,1920,1080,luggage,874,515,977,652
train_129.jpg,1920,1080,people,1007,454,1132,569
train_129.jpg,1920,1080,people,770,473,910,734
train_129.jpg,1920,1080,people,951,202,1023,285
train_129.jpg,1920,1080,people,712,289,829,405
train_129.jpg,1920,1080,bag,351,398,415,537
train_129.jpg,1920,1080,bag,307,534,413,647
train_13.jpg,1920,1080,luggage,1052,795,1155,905
train_13.jpg,1920,1080,luggage,883,519,966,633
train_13.jpg,1920,1080,backpack,1052,530,1112,632
train_13.jpg,1920,1080,people,1075,493,1182,732
train_13.jpg,1920,1080,people,775,476,898,735
train_13.jpg,1920,1080,people,1012,459,1122,548
train_13.jpg,1920,1080,people,723,299,832,385
train_13.jpg,1920,1080,people,591,62,691,252
train_13.jpg,1920,1080,bag,565,147,631,233
train_13.jpg,1920,1080,bag,337,401,415,535
train_13.jpg,1920,1080,people,1538,784,1728,1061
train_13.jpg,1920,1080,people,920,107,985,267
train_13.jpg,1920,1080,people,949,208,1022,279
train_130.jpg,1920,1080,luggage,1052,792,1163,910
train_130.jpg,1920,1080,luggage,880,515,975,659
train_130.jpg,1920,1080,people,772,478,902,727
train_130.jpg,1920,1080,people,1005,455,1128,555
train_130.jpg,1920,1080,people,708,296,842,385
train_130.jpg,1920,1080,bag,329,390,425,536
train_130.jpg,1920,1080,people,1075,1,1134,102
train_131.jpg,1920,1080,luggage,878,513,972,642
train_131.jpg,1920,1080,luggage,1055,785,1158,908
train_131.jpg,1920,1080,people,775,478,902,735
train_131.jpg,1920,1080,people,1008,458,1137,553
train_131.jpg,1920,1080,people,1063,1,1142,108
train_131.jpg,1920,1080,bag,335,388,418,535
train_131.jpg,1920,1080,bag,318,527,408,652
train_131.jpg,1920,1080,people,940,205,1031,284
train_131.jpg,1920,1080,people,708,296,826,393
train_132.jpg,1920,1080,luggage,1058,796,1152,912
train_132.jpg,1920,1080,luggage,874,522,968,648
train_132.jpg,1920,1080,people,774,476,898,735
train_132.jpg,1920,1080,people,1012,450,1128,568
train_132.jpg,1920,1080,people,712,298,828,382
train_132.jpg,1920,1080,people,948,202,1026,268
train_132.jpg,1920,1080,bag,337,408,417,536
train_132.jpg,1920,1080,bag,314,525,411,647
train_133.jpg,1920,1080,luggage,1055,792,1160,905
train_133.jpg,1920,1080,luggage,883,518,971,655
train_133.jpg,1920,1080,people,766,468,911,739
train_133.jpg,1920,1080,people,1014,455,1135,565
train_133.jpg,1920,1080,people,958,202,1031,273
train_133.jpg,1920,1080,people,726,301,840,396
train_133.jpg,1920,1080,bag,342,404,414,539
train_133.jpg,1920,1080,bag,309,512,423,658
train_134.jpg,1920,1080,luggage,1060,796,1162,910
train_134.jpg,1920,1080,luggage,878,521,971,655
train_134.jpg,1920,1080,people,763,468,900,732
train_134.jpg,1920,1080,people,1006,456,1128,565
train_134.jpg,1920,1080,people,723,292,823,399
train_134.jpg,1920,1080,bag,329,402,423,528
train_134.jpg,1920,1080,people,951,205,1043,288
train_135.jpg,1920,1080,people,774,468,909,744
train_135.jpg,1920,1080,people,1011,453,1135,567
train_135.jpg,1920,1080,luggage,886,515,977,653
train_135.jpg,1920,1080,luggage,1049,793,1149,921
train_135.jpg,1920,1080,bag,332,376,415,536
train_135.jpg,1920,1080,people,725,290,832,381
train_135.jpg,1920,1080,people,960,199,1051,282
train_136.jpg,1920,1080,people,771,468,897,727
train_136.jpg,1920,1080,people,1015,458,1143,545
train_136.jpg,1920,1080,people,948,204,1031,279
train_136.jpg,1920,1080,people,715,287,823,384
train_136.jpg,1920,1080,bag,334,398,426,538
train_136.jpg,1920,1080,luggage,880,522,974,644
train_136.jpg,1920,1080,luggage,1049,793,1157,907
train_136.jpg,1920,1080,people,1077,1,1132,107
train_137.jpg,1920,1080,people,768,470,895,722
train_137.jpg,1920,1080,people,1006,450,1131,575
train_137.jpg,1920,1080,people,957,199,1028,288
train_137.jpg,1920,1080,people,722,296,825,396
train_137.jpg,1920,1080,bag,334,395,417,535
train_137.jpg,1920,1080,luggage,866,515,978,653
train_137.jpg,1920,1080,luggage,1052,795,1155,915
train_137.jpg,1920,1080,people,1072,1,1145,112
train_137.jpg,1920,1080,people,1223,220,1281,291
train_138.jpg,1920,1080,people,772,467,892,730
train_138.jpg,1920,1080,luggage,882,504,972,656
train_138.jpg,1920,1080,luggage,1058,801,1163,898
train_138.jpg,1920,1080,people,1015,459,1134,573
train_138.jpg,1920,1080,people,714,293,828,382
train_138.jpg,1920,1080,people,949,196,1028,290
train_138.jpg,1920,1080,people,1069,1,1125,113
train_138.jpg,1920,1080,bag,332,405,422,533
train_139.jpg,1920,1080,luggage,1055,795,1158,910
train_139.jpg,1920,1080,luggage,865,515,980,670
train_139.jpg,1920,1080,people,769,472,911,735
train_139.jpg,1920,1080,people,1015,453,1137,575
train_139.jpg,1920,1080,people,955,198,1028,282
train_139.jpg,1920,1080,people,729,295,831,385
train_139.jpg,1920,1080,bag,346,390,415,528
train_14.jpg,1920,1080,bag,566,142,623,225
train_14.jpg,1920,1080,backpack,1054,542,1117,627
train_14.jpg,1920,1080,luggage,1054,801,1155,898
train_14.jpg,1920,1080,luggage,880,519,968,627
train_14.jpg,1920,1080,people,1548,828,1761,1080
train_14.jpg,1920,1080,people,1068,487,1162,728
train_14.jpg,1920,1080,people,782,476,898,735
train_14.jpg,1920,1080,people,1012,461,1131,562
train_14.jpg,1920,1080,people,708,285,831,404
train_14.jpg,1920,1080,people,920,99,998,267
train_14.jpg,1920,1080,people,949,204,1018,282
train_14.jpg,1920,1080,bag,331,393,423,536
train_14.jpg,1920,1080,people,592,56,697,259
train_14.jpg,1920,1080,people,1074,1,1134,110
train_140.jpg,1920,1080,people,765,465,900,728
train_140.jpg,1920,1080,people,1008,467,1135,570
train_140.jpg,1920,1080,people,718,296,828,385
train_140.jpg,1920,1080,luggage,880,522,974,642
train_140.jpg,1920,1080,luggage,1052,804,1166,904
train_140.jpg,1920,1080,bag,312,392,426,539
train_140.jpg,1920,1080,people,1066,4,1142,110
train_141.jpg,1920,1080,luggage,1055,801,1163,902
train_141.jpg,1920,1080,luggage,869,524,972,658
train_141.jpg,1920,1080,people,783,478,912,738
train_141.jpg,1920,1080,people,1002,452,1135,572
train_141.jpg,1920,1080,people,722,302,834,398
train_141.jpg,1920,1080,bag,314,388,423,536
train_142.jpg,1920,1080,people,1003,453,1131,567
train_142.jpg,1920,1080,people,774,475,902,735
train_142.jpg,1920,1080,people,718,288,823,375
train_142.jpg,1920,1080,luggage,1045,785,1158,913
train_142.jpg,1920,1080,luggage,874,515,978,652
train_142.jpg,1920,1080,bag,337,395,414,535
train_143.jpg,1920,1080,people,1008,468,1129,572
train_143.jpg,1920,1080,people,772,468,897,730
train_143.jpg,1920,1080,luggage,1048,790,1158,915
train_143.jpg,1920,1080,luggage,872,519,980,661
train_143.jpg,1920,1080,bag,328,396,422,538
train_143.jpg,1920,1080,people,714,284,829,410
train_143.jpg,1920,1080,people,1073,1,1140,107
train_143.jpg,1920,1080,people,945,196,1032,295
train_144.jpg,1920,1080,people,775,470,906,728
train_144.jpg,1920,1080,people,1015,455,1128,572
train_144.jpg,1920,1080,luggage,877,521,972,655
train_144.jpg,1920,1080,luggage,1057,799,1160,901
train_144.jpg,1920,1080,bag,322,413,423,538
train_144.jpg,1920,1080,people,700,292,825,401
train_145.jpg,1920,1080,luggage,1055,798,1154,905
train_145.jpg,1920,1080,luggage,877,519,966,636
train_145.jpg,1920,1080,people,1015,462,1126,567
train_145.jpg,1920,1080,people,772,472,900,728
train_145.jpg,1920,1080,bag,342,404,417,535
train_145.jpg,1920,1080,people,718,292,815,388
train_146.jpg,1920,1080,luggage,877,522,966,647
train_146.jpg,1920,1080,luggage,1057,795,1152,901
train_146.jpg,1920,1080,people,777,475,892,730
train_146.jpg,1920,1080,people,1009,458,1131,575
train_146.jpg,1920,1080,people,711,290,834,416
train_146.jpg,1920,1080,bag,329,395,425,538
train_146.jpg,1920,1080,backpack,837,239,922,298
train_146.jpg,1920,1080,people,1065,1,1123,108
train_147.jpg,1920,1080,people,775,470,898,735
train_147.jpg,1920,1080,luggage,875,521,966,638
train_147.jpg,1920,1080,luggage,1057,798,1157,904
train_147.jpg,1920,1080,people,1014,462,1137,584
train_147.jpg,1920,1080,bag,331,396,418,538
train_147.jpg,1920,1080,bag,709,293,823,392
train_148.jpg,1920,1080,people,770,470,894,736
train_148.jpg,1920,1080,people,957,205,1025,279
train_148.jpg,1920,1080,people,720,292,826,382
train_148.jpg,1920,1080,people,1015,456,1129,565
train_148.jpg,1920,1080,people,1074,1,1126,110
train_148.jpg,1920,1080,luggage,1054,796,1154,908
train_148.jpg,1920,1080,luggage,874,521,973,654
train_148.jpg,1920,1080,bag,344,410,410,533
train_149.jpg,1920,1080,people,1010,459,1135,563
train_149.jpg,1920,1080,people,770,470,894,725
train_149.jpg,1920,1080,people,725,301,822,379
train_149.jpg,1920,1080,people,951,199,1019,265
train_149.jpg,1920,1080,people,1073,1,1125,111
train_149.jpg,1920,1080,people,1220,227,1290,294
train_149.jpg,1920,1080,luggage,1052,799,1159,910
train_149.jpg,1920,1080,luggage,875,517,971,663
train_149.jpg,1920,1080,bag,344,402,417,533
train_15.jpg,1920,1080,people,775,475,896,723
train_15.jpg,1920,1080,people,1058,482,1161,734
train_15.jpg,1920,1080,people,1549,821,1755,1080
train_15.jpg,1920,1080,people,1010,460,1126,547
train_15.jpg,1920,1080,people,725,296,826,386
train_15.jpg,1920,1080,people,590,54,691,246
